term_name,description,field_authority_link,field_date,field_person_alternate_name,field_preferred_name_fuller_form,field_preferred_name_number,field_preferred_name_prefix,field_preferred_name_rest,field_preferred_name_suffix,field_primary_part_of_name,field_unique_id
"Stockfield, Bob","Location information: 3000 Chestnut Ave, Studio 116 Baltimore, MD 21211, Studio 116 Baltimore, MD 21211",,,,,,,Bob,,Stockfield,af6d3efa-7ea6-46a6-ae2f-004ef6651772
Stockfield,,,,,,,,,,Stockfield,2a2db022-8956-47bf-8d36-c97fe2bdfc07
"Stocksdale, John H.","Location information: 1217 W. Lafayette Avenue Baltimore, MD, MD",,,,,,,John H.,,Stocksdale,71562911-5c24-4475-aff6-cc7d7c1c89ac
"Stone, Albert M.",,,,,,,,Albert M.,,Stone,aea62456-3528-4f7d-b0d6-942df7c55b41
"Stone, Edward Durell",,viaf%%http://viaf.org/viaf/92666920|lcnaf%%http://id.loc.gov/authorities/names/n80082488,,,,,,Edward Durell,,Stone,e6525bc2-8337-4dca-b3a7-daaecd672dbb
"Straub, Harold W.","Location information: Bethesda, MD, MD",,,,,,,Harold W.,,Straub,77c72317-473f-48a1-92a6-f9d2adfb05b7
"Straus, William L. (William Louis), 1900-",,viaf%%http://viaf.org/viaf/8915197|lcnaf%%http://id.loc.gov/authorities/names/n87901915,1900/,,William Louis,,,William L.,,Straus,8ca24110-a74a-4831-8473-66bacc831134
"Strauss, Lewis L.",,viaf%%http://viaf.org/viaf/93895384|lcnaf%%http://id.loc.gov/authorities/names/n84114498,,,,,,Lewis L.,,Strauss,11c7a320-4aae-4100-80dc-29eca303b157
"Streeter, John Williams",,,,,,,,John Williams,,Streeter,74a2e8bc-c217-4e64-be87-c777c33beb85
"Strieby, M. E.",,,,,,,,M. E.,,Strieby,aaaaa5f5-313c-46d7-b614-b0c7e59b18c0
"Strömgren, Bengt, 1908-1987",,viaf%%http://viaf.org/viaf/88652458|lcnaf%%http://id.loc.gov/authorities/names/n89613712,1908/1987,,,,,Bengt,,Strömgren,fb73410e-85fa-4059-b1a4-3b2b4364ad6e
"Strong, John, 1905-1992",,lcnaf%%http://id.loc.gov/authorities/names/n88137521|viaf%%http://viaf.org/viaf/110141087,1905/1992,,,,,John,,Strong,e5965368-ff01-483d-9a99-3aa366fee894
Strong,"Location information: Mechanicsburg, PA, PA",,,,,,,,,Strong,915b406f-ae4f-433d-94bc-4226e5e7bc85
"Stull, Keefer Jr.","Associated information: JHU Alum 1950, MSE 1955, MSE 1955",,,,,,,Keefer,Jr.,Stull,056f733a-9c07-4863-9fce-12cd2e0d53aa
"Sturgill, Virgil",,viaf%%http://viaf.org/viaf/26715844|lcnaf%%http://id.loc.gov/authorities/names/no2001061230,,,,,,Virgil,,Sturgill,ba037c60-2ca0-4e6b-8252-bbad818f4cf4
"Sturtevant, A. H. (Alfred Henry), 1891-1970",,viaf%%http://viaf.org/viaf/9928196|lcnaf%%http://id.loc.gov/authorities/names/n87101289,1891/1970,,Alfred Henry,,,A. H.,,Sturtevant,0db24f6f-50cc-42b5-befe-8d5ebaf27625
"Styron, Rose",,viaf%%http://viaf.org/viaf/1706494|lcnaf%%http://id.loc.gov/authorities/names/n94102401,,,,,,Rose,,Styron,d7625c85-d00a-4d30-9325-8eed148008e2
"Subotnick, Morton",,viaf%%http://viaf.org/viaf/24788562|lcnaf%%http://id.loc.gov/authorities/names/n81139116,,,,,,Morton,,Subotnick,43fcff55-fcf5-43fd-80ad-4af732ce737c
"Sullivan, Maurice",,,,,,,,Maurice,,Sullivan,813a14d0-4044-4712-b227-deda0399f8ab
"Summerfield, Martin",,viaf%%http://viaf.org/viaf/273281664|lcnaf%%http://id.loc.gov/authorities/names/n79062808,,,,,,Martin,,Summerfield,831b78ec-c5e3-4de9-93b5-c0bf0b7d0e3b
"Sumner, Ira E.","Location information: Northfield, MN, MN",,,,,,,Ira E.,,Sumner,b65713e3-1c6f-4cbe-8369-deac953d520f
"Sunshine, Eugene S.",,,,,,,,Eugene S.,,Sunshine,c8534b21-05f1-44cb-a4d4-23fdc53af95c
Sussman-Ochs,,,,,,,,,,Sussman-Ochs,8131c7ef-32ad-4c05-b7ef-7709f8e67914
"Suter, Duane",,,,,,,,Duane,,Suter,e4b77088-1b3b-4b36-9d89-64ac596106d2
Suter,,,,,,,,,,Suter,b95b5b92-c8ec-4f50-9b48-97f9dd28de13
"Swados, Robert",,,,,,,,Robert,,Swados,7e9019dd-6ea2-4ba1-a283-ce80512aad81
"Swann, Don, 1911-1998",,lcnaf%%http://id.loc.gov/authorities/names/n84019096|viaf%%http://viaf.org/viaf/208116397,1911/1998,,,,,Don,,Swann,87e397a8-f131-471e-ad27-682c1c8736a7
"Swanson, Carl P.",,viaf%%http://viaf.org/viaf/531534|lcnaf%%http://id.loc.gov/authorities/names/n80001483,,,,,,Carl P.,,Swanson,df901e24-cd2c-461e-92e3-846159709f9d
"Swartz, Charles Kephart, 1861-",,viaf%%http://viaf.org/viaf/77838014|lcnaf%%http://id.loc.gov/authorities/names/n87834251,1861/,,,,,Charles Kephart,,Swartz,13031c0d-5df8-4e9c-89cc-00fd14a274ab
"Swift, Ernest H. (Ernest Haywood), 1897-1987",,viaf%%http://viaf.org/viaf/115517364|lcnaf%%http://id.loc.gov/authorities/names/n89673897,1897/1987,,Ernest Haywood,,,Ernest H.,,Swift,670ac9b3-47dd-4d33-94f7-6e2ae8313e7b
"Sylvester, James Joseph, 1814-1897",,viaf%%http://viaf.org/viaf/71473374|lcnaf%%http://id.loc.gov/authorities/names/n86864491,1814/1897,,,,,James Joseph,,Sylvester,eadb74ff-2ec3-4904-aa83-3fad0474a141
T.K.,,,,,,,,,,T.K.,203a4208-a23f-41e0-9017-f086acb36284
"Tabb, Winston",,viaf%%http://viaf.org/viaf/46048095|lcnaf%%http://id.loc.gov/authorities/names/n97058545,,,,,,Winston,,Tabb,99f8cb49-e3ab-4a82-bdbb-5aa7dd9f274e
Taber,"Location information: San Francisco, CA, CA",,,,,,,,,Taber,3d9bbc64-9bfe-49aa-b3ee-f969e6fe3697
"Tadder, Morton",,,,,,,,Morton,,Tadder,9b33c786-5393-4c78-a688-e8c365a57bea
Tadder,,,,,,,,,,Tadder,ccf1f6be-d6e3-4d36-8953-b68f4767a990
"Talbot, Samuel Armstrong, 1903-1967",,viaf%%http://viaf.org/viaf/33593127|lcnaf%%http://id.loc.gov/authorities/names/n89230631,1903/1967,,,,,Samuel Armstrong,,Talbot,b709e4d2-dd70-412e-bf37-4e776dd8d5ba
"Talboys, Albert P.",,viaf%%http://viaf.org/viaf/288386025,,,,,,Albert P.,,Talboys,a1a88273-a36f-46bb-8a05-1294a12c8dfa
"Tang, Annie",,,,,,,,Annie,,Tang,40c4fae1-ace5-480d-a485-56b17cafd852
"Tatum, Chauncey",,,,,,,,Chauncey,,Tatum,a8fe4aa5-e1ee-4a12-9ed7-40bc51dcee11
Taubert,Associated information: New Jersey, Seabrook Farms Photos,,,,,,,,Taubert,f8f7fddc-729b-4d2a-8442-1574c6425986
"Taussig, Helen B. (Helen Brooke), 1898-1986",,viaf%%http://viaf.org/viaf/45176885|lcnaf%%http://id.loc.gov/authorities/names/n85244859,1898/1986,,Helen Brooke,,,Helen B.,,Taussig,74a2e6d5-b150-4cc5-943d-0976fe77fcda
"Taylor, Jean",,,,,,,,Jean,,Taylor,1dba62c4-d665-4835-91ef-b46fb02c789d
"Taylor, W. Rowland",,,,,,,,W. Rowland,,Taylor,0a830c1c-0ae2-420b-91d2-130c581afe48
"Te Linde, Richard W. (Richard Wesley), 1894-1989",,viaf%%http://viaf.org/viaf/19650217|lcnaf%%http://id.loc.gov/authorities/names/n84226133,1894/1989,,Richard Wesley,,,Richard W.,,Te Linde,c1cafd68-7fa1-4ae6-a01a-af6374e44baa
"Teichmann, Frederick K. (Frederick Kurt), 1905-",,viaf%%http://viaf.org/viaf/113787143|lcnaf%%http://id.loc.gov/authorities/names/n86808406,1905/,,Frederick Kurt,,,Frederick K.,,Teichmann,d36d5b4c-9386-4f4d-b337-243a6fe557f8
"Telkes, Maria",,viaf%%http://viaf.org/viaf/43910827|lcnaf%%http://id.loc.gov/authorities/names/no98017703,,,,,,Maria,,Telkes,722102fd-7657-49a1-8ebf-f81a2365bdff
"Temple, Admiral",,,,,,,,Admiral,,Temple,08078a3d-b989-4fb8-83d0-db8780654d45
"Terman, Frederick Emmons, 1900-1982",,viaf%%http://viaf.org/viaf/64133177|lcnaf%%http://id.loc.gov/authorities/names/n2003015013,1900/1982,,,,,Frederick Emmons,,Terman,88aab949-0cd4-48d8-ae3d-c27cd29fa9ef
"Terman, Lewis M. (Lewis Madison), 1877-1956",,viaf%%http://viaf.org/viaf/27869356|lcnaf%%http://id.loc.gov/authorities/names/n50009919,1877/1956,,Lewis Madison,,,Lewis M.,,Terman,fe75e3bb-38b5-44af-accd-f82a2cfc2193
"Terranova, Susan",,,,,,,,Susan,,Terranova,07434e88-d4f3-4893-a420-e65a49d09ff6
"Thakor, Nitish Vyomesh",,viaf%%http://viaf.org/viaf/33581329|lcnaf%%http://id.loc.gov/authorities/names/n88669863,,,,,,Nitish Vyomesh,,Thakor,852964b9-b6c2-4ee5-b6a5-2fceef601058
"Thayer, Philip Warren, 1893-1966",,viaf%%http://viaf.org/viaf/76700432|lcnaf%%http://id.loc.gov/authorities/names/nr97027995,1893/1966,,,,,Philip Warren,,Thayer,567f1715-c29e-4f2e-b225-5a3d29828a9e
"Thomas, Caroline Bedell, 1904-1997",,viaf%%http://viaf.org/viaf/290771218|lcnaf%%http://id.loc.gov/authorities/names/no2020072304,1904/1997,,,,,Caroline Bedell,,Thomas,49d3ebde-d569-4406-b214-8c3e59c4670b
"Thomas, Dylan, 1914-1953",,viaf%%http://viaf.org/viaf/73860698|lcnaf%%http://id.loc.gov/authorities/names/n79021315,1914/1953,,,,,Dylan,,Thomas,f4ab9c43-60d1-414b-8fe5-6b97ca936d33
"Thomas, M. Carey (Martha Carey), 1857-1935",,viaf%%http://viaf.org/viaf/12733705|lcnaf%%http://id.loc.gov/authorities/names/n79069826,1857/1935,,Martha Carey,,,M. Carey,,Thomas,ea1fbb7b-a342-4487-8292-6090067e7ecb
"Thomas, Thomas B.",,,,,,,,Thomas B.,,Thomas,562844f6-d774-4554-b3b3-19899615fbb9
"Thomas, Vivien, 1910-1985",,viaf%%http://viaf.org/viaf/13140922|lcnaf%%http://id.loc.gov/authorities/names/n85020963,1910/1985,,,,,Vivien,,Thomas,d4aca880-c384-4464-9c4c-d57fba4fb3fe
"Thompson, Dorothy, 1893-1961",,viaf%%http://viaf.org/viaf/51763286|lcnaf%%http://id.loc.gov/authorities/names/n85185570,1893/1961,,,,,Dorothy,,Thompson,0338206c-bb66-45b5-9f9c-afb2e408da75
"Thompson, Francis J. (Francis John), 1907-1989",,,1907/1989,,Francis John,,,Francis J.,,Thompson,a48967b4-d60c-472b-84b2-27d918c59ee6
"Thompson, J. Trueman (Joseph Trueman), 1891-1977",,viaf%%http://viaf.org/viaf/315601419|lcnaf%%http://id.loc.gov/authorities/names/no2015048295,1891/1977,,Joseph Trueman,,,J. Trueman,,Thompson,3b476829-7ffe-4268-86a4-aa53cf8db5a6
"Thompson, K. T.",,,,,,,,K. T.,,Thompson,61dd39f8-2009-4b2c-a2e4-c11d94c25dbc
"Thompson, Louis",,,,,,,,Louis,,Thompson,0be1c33a-fedf-4d92-950d-60e2866c67fd
"Thompson, Ralph",Location information: University of Virigina,,,,,,,Ralph,,Thompson,ac1a11bf-39da-4edd-9780-d7190789f465
"Thompson, Richard C.",,,,,,,,Richard C.,,Thompson,787bc341-8f53-489b-b372-60d2c17761cd
"Thompson, Vaughn E.",,,,,,,,Vaughn E.,,Thompson,2077a084-cf20-4c9f-b2e2-89de84068ca0
"Thoreau, Henry David, 1817-1862",,viaf%%http://viaf.org/viaf/68936476|lcnaf%%http://id.loc.gov/authorities/names/n78095600,1817/1862,,,,,Henry David,,Thoreau,438cb345-173a-4a90-8603-c8132e3977c9
"Thornthwaite, C. W. (Charles Warren), 1899-1963",,viaf%%http://viaf.org/viaf/19982273|lcnaf%%http://id.loc.gov/authorities/names/n91004744,1899/1963,,Charles Warren,,,C. W.,,Thornthwaite,fc39f495-2041-41ac-a3c1-1bfeb1a1731d
"Thornton, Christy",,viaf%%http://viaf.org/viaf/24348178|lcnaf%%http://id.loc.gov/authorities/names/no2006021270,,,,,,Christy,,Thornton,e8217169-51d9-4721-bd6d-0c81e7aeb3d5
"Thorsett, Ed",,,,,,,,Ed,,Thorsett,a8cb6c94-27f6-4c54-880e-62d4ecf50633
Thuss,,,,,,,,,,Thuss,7658c9d0-2d98-4371-be12-d894ae3d0ab7
"Tilghman, R. Carmichael, 1904-1999",,viaf%%http://viaf.org/viaf/18346660|lcnaf%%http://id.loc.gov/authorities/names/no2004124225,1904/1999,,,,,R. Carmichael,,Tilghman,db656cfb-03a3-4565-b782-44348fac7c62
"Tirman, Wallace S.",,,,,,,,Wallace S.,,Tirman,d544948d-64de-4eab-bd94-78e997dcf9d3
"Tittle, Walter, 1883-1966",,lcnaf%%http://id.loc.gov/authorities/names/nr94028848|viaf%%http://viaf.org/viaf/41724011,1883/1966,,,,,Walter,,Tittle,d4e02d6a-0310-48e7-8e4d-95bd6fdd23f7
"Tlanda, Joseph.",,,,,,,,Joseph.,,Tlanda,74cd3cb3-2aab-4a01-aa0f-f0f218490a20
"Tobey, Forrest",,,,,,,,Forrest,,Tobey,b33b0b42-c5a4-443b-9bf9-684df2cb8f62
"Tomlinson, Thomas H.",,,,,,,,Thomas H.,,Tomlinson,63ee48fe-0166-4125-8edf-32fcc90df09c
"Tourtellotte, Charles","Location information: Haddonfield, NJ, NJ",,,,,,,Charles,,Tourtellotte,67f6fc5c-c3a1-47c1-a64b-e1b27d7992fe
"Toynbee, Arnold, 1889-1975",,viaf%%http://viaf.org/viaf/54154945|lcnaf%%http://id.loc.gov/authorities/names/n79071401,1889/1975,,,,,Arnold,,Toynbee,0d0d1b68-12f4-4234-a863-93b95a52ab01
"Trainer, Potter.",,,,,,,,Potter.,,Trainer,b61617e8-875e-4942-813a-5e8e847d7573
"Trebilcock, Paul, 1902-1981",,lcnaf%%http://id.loc.gov/authorities/names/no2015040818|viaf%%http://viaf.org/viaf/96021891,1902/1981,,,,,Paul,,Trebilcock,cce7d261-ce47-4a07-a666-9e9e77b3ed8f
"Trice, Thomas W.",,,,,,,,Thomas W.,,Trice,54301eaa-6f3d-489b-ae2f-c0c5c98d1c89
"Trimble, George S.",,,,,,,,George S.,,Trimble,cc14737a-eaad-4035-9ff5-ad13d759922b
"Trurnit, Hans J.",,,,,,,,Hans J.,,Trurnit,694604cb-1c1e-4fd7-9e0d-61d53b98ddd8
"Tucker, Robert W.",,viaf%%http://viaf.org/viaf/54155058|lcnaf%%http://id.loc.gov/authorities/names/n50012643,,,,,,Robert W.,,Tucker,4abd2f2a-d73c-4a4e-976e-d5265a7b8572
"Tunis, Edwin, 1897-1973",,lcnaf%%http://id.loc.gov/authorities/names/n50012648|viaf%%http://viaf.org/viaf/3715486,1897/1973,,,,,Edwin,,Tunis,6e940c40-b7e0-4748-be0d-e01c309eab53
Turig,,,,,,,,,,Turig,834f3cd3-bb00-4e3c-b1bd-a789040f9054
"Turnbull, Bayard",,,,,,,,Bayard,,Turnbull,e1f69107-4b33-4851-9f1f-a8851ef4f7bb
"Turnbull, Douglas C.",,,,,,,,Douglas C.,,Turnbull,8b2c8055-42eb-494b-bc67-1e183b42c037
"Turnbull, Grace Hill, 1880-1976",,lcnaf%%http://id.loc.gov/authorities/names/n79007437|viaf%%http://viaf.org/viaf/60348163,1880/1976,,,,,Grace Hill,,Turnbull,5010c28d-1da8-49c7-9ba0-3020e9760ce5
"Turner, Edward Raymond, 1881-1929",,viaf%%http://viaf.org/viaf/24972011|lcnaf%%http://id.loc.gov/authorities/names/n88601466,1881/1929,,,,,Edward Raymond,,Turner,f4e55ca0-cbba-4c3d-8626-00d955b8262c
"Turner, Thomas Bourne, 1902-2002",,viaf%%http://viaf.org/viaf/114482908|lcnaf%%http://id.loc.gov/authorities/names/n81117615,1902/2002,,,,,Thomas Bourne,,Turner,71ed576d-56e3-43b7-bf90-463ac528139e
Turner,"Location information: Birmingham, [AL?], [AL?]",,,,,,,,,Turner,9e1e6504-9830-48e5-866a-7640e677772b
"Tutu, Desmond",,viaf%%http://viaf.org/viaf/4942398|lcnaf%%http://id.loc.gov/authorities/names/n82054447,,,,,,Desmond,,Tutu,3fa4f638-7371-4d26-b7fa-e88219794090
"Ubell, Earl",,viaf%%http://viaf.org/viaf/28376178,,,,,,Earl,,Ubell,0f996a51-fbdf-4d48-b81e-e41fda97d049
"Vail, R.W.G. (Robert William Glenroie), 1890-1966",,viaf%%http://viaf.org/viaf/11319710|lcnaf%%http://id.loc.gov/authorities/names/n86016464,1890/1966,,Robert William Glenroie,,,R. W. G.,,Vail,9adcc2aa-86d7-4ae1-9e55-321cf9ea5646
Val,"Location information: Los Angeles, CA, CA",,,,,,,,,Val,c709f77e-2cf6-489d-bc24-dcb780fa3946
"Valens, Evans G.",,,,,,,,Evans G.,,Valens,d2398d05-855f-4e47-8803-cc84059f6243
"Van Allen, James A. (James Alfred), 1914-2006",,viaf%%http://viaf.org/viaf/93754761|lcnaf%%http://id.loc.gov/authorities/names/n80131454,1914/2006,,James Alfred,,,James A.,,Van Allen,c93a21f9-56cb-4274-a6c3-d89e91fa2ac5
"Van Altena, Edward, 1873-1968","Location information: 29 West 38th St., NYC, NYC",viaf%%http://viaf.org/viaf/296678399,1873/1968,,,,,Edward,,Van Altena,81e22e7b-733c-44ea-9bc0-99512300d875
"Van Beek, Gus W. (Gus Willard), 1922-",,viaf%%http://viaf.org/viaf/79425750|lcnaf%%http://id.loc.gov/authorities/names/n88106994,1922/,,Gus Willard,,,Gus W.,,Van Beek,e375aea0-15a6-4bf9-b4cf-c4b6007a6cbb
"Van den Bergh, Sidney, 1929-",,viaf%%http://viaf.org/viaf/46915392|lcnaf%%http://id.loc.gov/authorities/names/n83155802,1929/,,,,,Sidney,,Van den Bergh,1187679a-88aa-4669-ae38-23064ec9feea
"Van Rensselaer, James",,,,,,,,James,,Van Rensselaer,d5573c94-1f35-4550-b6f7-1abcd6238050
"Van Slyke, C. J. (Cassius James), 1900-1966",,viaf%%http://viaf.org/viaf/307457711|lcnaf%%http://id.loc.gov/authorities/names/no2014013114,1900/1966,,Cassius James,,,C. J.,,Van Slyke,0967499b-b87d-4a82-8fc6-4881b6b2ebb7
"Vande, Samuel",,,,,,,,Samuel,,Vande,6e37a7a5-4d37-4078-80f6-03c5696c442a
"VandeLinde, David",,,,,,,,David,,VandeLinde,0c981245-a09c-4a35-9594-9e268dbc1f62
"Vanderlyn, John, 1775-1852",,lcnaf%%http://id.loc.gov/authorities/names/n87921093|viaf%%http://viaf.org/viaf/56882716,1775/1852,,,,,John,,Vanderlyn,8f1bc1ac-2679-4b55-a7c0-8ff306d4abc1
"Vaux, Marc","Location information: Paris, France, France",,,,,,,Marc,,Vaux,ab8002c6-e323-41a4-a76a-d3eeef2b1e35
"Veblen, Thorstein, 1857-1929",,viaf%%http://viaf.org/viaf/71451539|lcnaf%%http://id.loc.gov/authorities/names/n79055669,1857/1929,,,,,Thorstein,,Veblen,1abae1b0-bd17-48b2-90c8-2bd9c8f61304
"Vernon, Frédéric de, 1858-1912","Location information: Paris, France, France",ulan%%http://vocab.getty.edu/page/ulan/500078293|viaf%%http://viaf.org/viaf/96238321,1858/1912,,,,,Frédéric de,,Vernon,8dbd9954-624e-4e46-9703-1e49d20ed751
"Vest, Charles M.",,viaf%%http://viaf.org/viaf/12372306|lcnaf%%http://id.loc.gov/authorities/names/n78045717,,,,,,Charles M.,,Vest,74087826-81fb-4ba9-bb7c-01368ede9ef6
"Villani, Franco",Location information: Bologna,,,,,,,Franco,,Villani,07cd5c27-7a3e-4156-add1-02c103abb8c4
"Villard, Ray",,viaf%%http://viaf.org/viaf/163509975|lcnaf%%http://id.loc.gov/authorities/names/n2001004141,,,,,,Ray,,Villard,8f7d0176-99ac-47c9-b174-a116d4986a04
"Villarrubia, Jose",,,,,,,,Jose,,Villarrubia,134744af-00e3-49cd-8f39-b80b2c532acc
"Vincent, John M.",,,,,,,,John M.,,Vincent,5775dc8e-3d8e-4352-8154-a04645253672
"Vitale, Joey",,,,,,,,Joey,,Vitale,cdfdca90-6eac-4409-99e8-be1ad092850f
"Vogelstein, Bert",,viaf%%http://viaf.org/viaf/162663780|lcnaf%%http://id.loc.gov/authorities/names/n97802274,,,,,,Bert,,Vogelstein,e49f6b90-8c05-4f25-bafa-213fece2ae13
"Vogt, Peter",,,,,,,,Peter,,Vogt,25be0abe-b1c4-44dd-8a11-e4aecfd1d222
"Von Braun, Wernher, 1912-1977",,viaf%%http://viaf.org/viaf/51769292|lcnaf%%http://id.loc.gov/authorities/names/n79114065,1912/1977,,,,,Wernher,,Von Braun,f83981f2-7d4e-4a20-8d72-b5037b9ee863
"Wagner, Henry N., Jr., 1927-2012",,viaf%%http://viaf.org/viaf/84877145|lcnaf%%http://id.loc.gov/authorities/names/n50021345,1927/2012,,,,,Henry N.,Jr.,Wagner,b13b019d-c75f-4100-9124-ebe4ebf646e5
"Waldeck, Alfred",,,,,,,,Alfred,,Waldeck,6b962e5b-b049-4934-b26f-7da1d543cf51
"Walker, A. Earl (Arthur Earl), 1907-1995",,viaf%%http://viaf.org/viaf/108868219|lcnaf%%http://id.loc.gov/authorities/names/n50020076,1907/1995,,Arthur Earl,,,A. Earl,,Walker,07b6db4f-205a-421d-b214-7a895a9a6735
"Walker, Eric",,,,,,,,Eric,,Walker,0d9680fc-4861-4ac6-9073-baa93f3db060
"Wallace, George C. (George Corley), 1919-1998",,viaf%%http://viaf.org/viaf/65418751|lcnaf%%http://id.loc.gov/authorities/names/n82048664,1919/1998,,George Corley,,,George C.,,Wallace,a43bbc67-3576-48f1-b6f5-1f30b742508e
"Wallace, Henry A. (Henry Agard), 1888-1965",,viaf%%http://viaf.org/viaf/24730281|lcnaf%%http://id.loc.gov/authorities/names/n80002425,1888/1965,,Henry Agard,,,Henry A.,,Wallace,9c828f2c-5d90-4571-8d01-455b26701d45
"Walter, Charles T.",,,,,,,,Charles T.,,Walter,f5fc4616-87ad-4b6b-b863-046f72fcff36
"Walters, Dick",Associated information: SUNY-Buffalo,,,,,,,Dick,,Walters,eb81845c-b8fa-4a7f-9a6f-6350ab4e467e
"Walters, Ronald G.",,viaf%%http://viaf.org/viaf/27221251|lcnaf%%http://id.loc.gov/authorities/names/n82238101,,,,,,Ronald G.,,Walters,862343ce-1066-45fe-802d-a9fdea761181
"Walzl, Richard",,,,,,,,Richard,,Walzl,032528a9-ee4f-4b2e-935b-99721f90ca2d
"Waring, Charles E.",,,,,,,,Charles E.,,Waring,094af5f9-5284-4287-bd81-548b033f59c9
"Warnes, M. A.",,,,,,,,M. A.,,Warnes,d64f691d-31c5-4a28-a7f8-a3f834a2d216
"Warren, Anne",,,,,,,,Anne,,Warren,72e1ef34-ef92-45d8-b875-1d74519e5ba6
"Warren, Mame, 1950-",,viaf%%http://viaf.org/viaf/21004729|lcnaf%%http://id.loc.gov/authorities/names/n81064303,1950/,,,,,Mame,,Warren,2bdc4fc6-98cc-4a48-9ae2-0166755e611b
"Warren, Marion E.","Location information: Annapolis, MD, MD",viaf%%http://viaf.org/viaf/86028470,,,,,,Marion E.,,Warren,4baab5bf-5587-4b1a-89e8-f22bf9a180e4
"Wasserman, Earl R. (Earl Reeves), 1913-1973",,viaf%%http://viaf.org/viaf/35831987|lcnaf%%http://id.loc.gov/authorities/names/n83156284,1913/1973,,Earl Reeves,,,Earl R.,,Wasserman,cb031184-0008-459e-8117-df31d618f991
"Watkins, C. E.","Location information: San Francisco, CA, CA",,,,,,,C. E.,,Watkins,1dee7534-4d60-481d-b54c-5076369e26f6
"Watkins, Levi, Jr., 1944-2015",,viaf%%http://viaf.org/viaf/16357463|lcnaf%%http://id.loc.gov/authorities/names/n89139106,1944/2015,,,,,Levi,Jr.,Watkins,d4ec8969-bd57-461e-b0ae-b10cbc796879
"Watson, Brantley",,,,,,,,Brantley,,Watson,f3f887c8-7b13-4d2d-8405-64843081dc85
"Watson, James D., 1928-",,viaf%%http://viaf.org/viaf/90069089|lcnaf%%http://id.loc.gov/authorities/names/n80015458,1928/,,,,,James D.,,Watson,d1ca3f95-9e16-4948-8a9f-0cec828d1cda
"Watson, John B. (John Broadus), 1878-1958",,viaf%%http://viaf.org/viaf/9933786|lcnaf%%http://id.loc.gov/authorities/names/n79110514,1878/1958,,John Broadus,,,John B.,,Watson,2be15370-045d-4e8d-9e5a-e7d0a0b4c651
"Watson, Leland",,,,,,,,Leland,,Watson,508b30f8-c6da-43ca-b472-510b821f80dd
"Waugh, D. W. (Darryn W.)",,viaf%%http://viaf.org/viaf/138619855|lcnaf%%http://id.loc.gov/authorities/names/n2010071658,,,Darryn W.,,,D. W.,,Waugh,57c3ad91-9abc-476d-b90a-2f54d091fce8
"Waugh, Sidney, 1904-1963",,lcnaf%%http://id.loc.gov/authorities/names/nr99024515|viaf%%http://viaf.org/viaf/7311433,1904/1963,,,,,Sidney,,Waugh,d56b6796-6567-43de-a672-1c9645c84f9d
"Weaver, Vesla M., 1979-",,viaf%%http://viaf.org/viaf/184469212|lcnaf%%http://id.loc.gov/authorities/names/n2011068451,1979/,,,,,Vesla M.,,Weaver,398c7cec-5511-4537-85e8-ab053cfc03ec
"Webb, Sidney",,,,,,,,Sidney,,Webb,07fb70e5-703e-4823-9f6f-70a3261a4e1c
"Weber, C. A.",,,,,,,,C. A.,,Weber,89f00ee2-fdea-4099-a06e-6addc77b1962
"Weber, Charles H.",,,,,,,,Charles H.,,Weber,a8016c92-bbb1-4caf-b16c-f16f7eb020be
"Weber, Charles",Location information: JHU Illustrations,,,,,,,Charles,,Weber,1dbabbd5-c885-4651-a7ed-2c8094ab6f50
"Weber, Tommy","Location information: New York City, NY, NY",,,,,,,Tommy,,Weber,9fe54723-0744-4a22-abf2-68e0e432acc3
"Webster, Nicholas",,,,,,,,Nicholas,,Webster,e12e1b78-8d37-48b5-891e-2b147d46d623
"Weed, Lewis H. (Lewis Hill), 1886-1952",,viaf%%http://viaf.org/viaf/388031|lcnaf%%http://id.loc.gov/authorities/names/n85244860,1886/1952,,Lewis Hill,,,Lewis H.,,Weed,2ea00275-b0cc-43d8-94e7-489d75a8e389
"Weese, Holly",,,,,,,,Holly,,Weese,2a6a72c1-4edd-4995-a413-271761fe2cf3
"Weiffenbach, George Charles, 1921-",,viaf%%http://viaf.org/viaf/165489305,1921/,,,,,George Charles,,Weiffenbach,8c5fa097-22f1-4659-97d4-3c771df6e5dd
"Weigler, Jack",,,,,,,,Jack,,Weigler,b5bf773a-da6a-46bc-819e-74433411b9e6
"Weisfeldt, Myron L.",,viaf%%http://viaf.org/viaf/23431134|lcnaf%%http://id.loc.gov/authorities/names/n80006602,,,,,,Myron L.,,Weisfeldt,65172bda-6cd2-4324-a685-c8ae415513dc
"Weiss, Leon, 1925-",,viaf%%http://viaf.org/viaf/109750940|lcnaf%%http://id.loc.gov/authorities/names/n50022761,1925/,,,,,Leon,,Weiss,301657e8-f19a-4c93-a24c-8095977fa875
"Welch, William Henry, 1850-1934",,viaf%%http://viaf.org/viaf/67246603|lcnaf%%http://id.loc.gov/authorities/names/n84804910,1850/1934,,,,,William Henry,,Welch,b12fc0da-cac6-4c0a-acc1-13d0e2afef1c
"Wells, Amy Doudiken",,,,,,,,Amy Doudiken,,Wells,bd1658b1-af9d-4d00-b90e-fd64878da4d9
"Wells, John",Associated information: Saturday Evening Post,,,,,,,John,,Wells,b4eca8bf-63e3-4780-8bec-2b29b0087263
